ID,DIR,ESTRATO,LOCALIDAD,CONDJUR,AT,VALTER,VALTOTER,USO,SISTCON,PUNTAJE,EDAD,AC,AREATC,VALORC,VRTOTAL,AVALUO,INTEGRAL,ACTECOIM
913,KR 77K 65J 91 SUR,3,8,2,111.3,230000,25599000,4,A,36,32,59.5,180.1,200000,11900000,58001000,322049,2
913,KR 77K 65J 91 SUR,2,7,2,111.3,230000,25599000,1,A,28,8,120.6,180.1,170000,20502000,58001000,322049,2
914,CL 65J SUR 77H 23,3,8,2,163.3,230000,37559000,4,A,32,29,111.1,341.4,180000,19989000,92300800,270352,2
914,CL 65J SUR 77H 23,2,7,2,163.3,230000,37559000,1,A,32,29,146.5,341.4,180000,26362800,92300800,270352,2
914,CL 65J SUR 77H 23,2,7,2,163.3,230000,37559000,1,A,14,29,83.9,341.4,100000,8390000,92300800,270352,2
915,KR 78 66 52 SUR,3,8,2,72.0,240000,17280000,4,A,38,29,68.6,169.4,250000,17150000,51566000,304404,2
915,KR 78 66 52 SUR,2,7,2,72.0,240000,17280000,1,A,31,29,100.8,169.4,170000,17136000,51566000,304404,2
916,KR 77K 68 85 SUR,2,8,2,106.0,200000,21200000,4,A,33,16,30.0,299.1,180000,5400000,75038000,250879,2
916,KR 77K 68 85 SUR,2,7,2,106.0,200000,21200000,1,A,33,30,269.1,299.1,180000,48438000,75038000,250879,2
917,CL 69B SUR 77I 02,2,8,2,126.0,210000,26460000,4,A,33,39,21.0,332.4,180000,3780000,80064000,240866,2
917,CL 69B SUR 77I 02,2,7,2,126.0,210000,26460000,1,A,29,39,311.4,332.4,160000,49824000,80064000,240866,2
918,CL 65H SUR 78C 62,2,8,2,90.0,210000,18900000,4,A,49,31,90.0,299.4,200000,18000000,72498000,242144,2
918,CL 65H SUR 78C 62,2,7,2,90.0,210000,18900000,1,A,32,31,209.4,209.4,170000,35598000,72498000,346218,2
919,CL 65D SUR 80A 07,3,8,2,128.8,280000,36064000,4,A,34,24,128.8,272.8,250000,32200000,104264000,382199,2
919,CL 65D SUR 80A 07,2,7,2,128.8,280000,36064000,1,A,38,24,144.0,272.8,250000,36000000,104264000,382199,2
920,CL 65D SUR 80 23,2,8,2,63.3,250000,15825000,4,A,44,12,36.3,36.3,180000,6539400,22364400,615590,2
921,CL 65 SUR 80 40,2,8,2,144.3,350000,50505000,4,A,50,21,213.0,213.0,320000,68160000,118665000,557113,2
922,CL 68A SUR 79B 30,3,8,2,77.0,280000,21560000,4,A,31,29,34.7,205.8,220000,7623000,56223000,273192,2
922,CL 68A SUR 79B 30,2,7,2,77.0,280000,21560000,1,A,35,30,99.3,205.8,200000,19850000,56223000,273192,2
922,CL 68A SUR 79B 30,2,7,2,77.0,280000,21560000,1,A,15,30,71.9,205.8,100000,7190000,56223000,273192,2
923,TV 79C 68 55 SUR,3,8,2,77.0,280000,21560000,4,A,30,30,35.8,166.1,200000,7160000,52174000,314112,2
923,TV 79C 68 55 SUR,2,7,2,77.0,280000,21560000,1,A,35,30,130.3,166.1,180000,23454000,52174000,314112,2
924,CL 68A SUR 80H 86,2,8,2,77.0,280000,21560000,4,A,52,29,77.0,77.0,220000,16940000,38500000,500000,2
925,KR 85B 61C 31 SUR,2,7,2,91.8,300000,27528000,4,A,37,20,196.3,300.8,200000,35334000,78543000,261079,2
925,KR 85B 61C 31 SUR,2,7,2,91.8,300000,27528000,1,A,29,20,104.5,300.8,160000,15681000,78543000,261079,2
926,CL 71 SUR 80 16,2,8,2,117.0,220000,25740000,4,A,31,29,39.0,39.0,220000,8580000,34320000,880000,2
927,DG 69B SUR 78L 61,2,8,2,77.0,250000,19250000,4,A,36,29,44.0,44.0,230000,10120000,29370000,667500,2
928,DG 69B SUR 78L 17,2,8,2,77.0,250000,19250000,4,A,30,6,35.2,170.4,220000,7744000,51330000,301232,2
928,DG 69B SUR 78L 17,2,7,2,77.0,250000,19250000,1,A,30,29,135.2,170.4,180000,24336000,51330000,301232,2
929,DG 69B SUR 78I 09,2,8,2,77.0,250000,19250000,4,A,40,6,16.0,175.8,200000,3200000,51214000,291320,2
929,DG 69B SUR 78I 09,2,7,2,77.0,250000,19250000,1,A,34,26,159.8,175.8,180000,28764000,51214000,291320,2
930,CL 72B SUR 79D 05,2,8,2,80.0,220000,17600000,4,A,33,20,75.5,165.9,230000,17365000,50333000,303394,2
930,CL 72B SUR 79D 05,2,7,2,80.0,220000,17600000,1,A,29,20,90.4,165.9,170000,15368000,50333000,303394,2
931,KR 80J 71F 25 SUR,2,8,2,108.0,220000,23760000,4,A,30,6,20.0,290.0,200000,4000000,70728000,243890,2
931,KR 80J 71F 25 SUR,2,7,2,108.0,220000,23760000,1,A,29,29,199.6,290.0,180000,35928000,70728000,243890,2
931,KR 80J 71F 25 SUR,2,7,2,108.0,220000,23760000,1,A,15,29,70.4,290.0,100000,7040000,70728000,243890,2
932,KR 80J 71D 09 SUR,2,7,2,117.0,220000,25740000,1,A,35,6,161.2,161.2,200000,32240000,57980000,359677,2
933,CL 73 SUR 80J 70,2,8,2,126.0,220000,27720000,4,A,34,19,19.2,155.7,200000,3840000,58860000,378035,2
933,CL 73 SUR 80J 70,2,7,2,126.0,220000,27720000,1,A,37,20,136.5,155.7,200000,27300000,58860000,378035,2
934,CL 57A SUR 78L 13,3,8,2,71.5,300000,21450000,1,A,38,23,165.9,286.0,180000,29862000,65382000,228608,2
934,CL 57A SUR 78L 13,3,8,2,71.5,300000,21450000,1,A,18,23,85.5,286.0,100000,8550000,65052000,227455,2
934,CL 57A SUR 78L 13,3,8,2,71.5,300000,21450000,4,A,36,23,23.6,286.0,150000,3540000,65052000,227455,2
934,CL 57A SUR 78L 13,3,8,2,71.5,300000,21450000,4,A,29,23,11.0,286.0,180000,1980000,65052000,227455,2
935,KR 78P 56A 22 SUR,3,8,2,65.0,300000,19500000,1,A,38,30,187.4,262.4,180000,33732000,68232000,260030,2
935,KR 78P 56A 22 SUR,3,8,2,65.0,300000,19500000,4,A,44,30,75.0,262.4,200000,15000000,68232000,260030,2
936,CL 57A SUR 79 38,3,8,2,82.5,380000,31350000,1,A,41,31,188.5,253.5,180000,33930000,78280000,308797,2
936,CL 57A SUR 79 38,3,8,2,82.5,380000,31350000,4,A,36,31,65.0,253.5,200000,13000000,78280000,308797,2
937,KR 79H 55 03 SUR,3,8,2,88.7,320000,28384000,2,A,47,16,186.4,375.8,220000,41008000,127926000,340410,2
937,KR 79H 55 03 SUR,3,8,2,88.7,320000,28384000,4,A,48,16,189.4,375.8,250000,47350000,105558000,280889,2
937,KR 79H 55 03 SUR,3,8,2,88.7,320000,28384000,1,A,22,16,93.2,375.8,120000,11184000,105558000,280889,2
938,AK 80 55 49 SUR,2,8,2,141.0,450000,63450000,1,A,52,7,139.4,414.8,220000,30672400,204290400,492456,2
938,AK 80 55 49 SUR,2,8,2,141.0,450000,63450000,4,A,63,7,275.4,414.8,400000,110168000,162977400,392868,2
939,CL 57B SUR 80A 26,2,8,2,108.0,200000,21600000,1,A,34,20,147.6,183.6,150000,22140000,51660000,281373,2
939,CL 57B SUR 80A 26,2,8,2,108.0,200000,21600000,4,A,37,20,36.0,183.6,220000,7920000,50220000,273529,2
940,AK 80 57G 65 SUR,2,8,2,120.0,450000,54000000,4,A,38,2,243.0,243.0,250000,60750000,114750000,472222,2
941,CL 57G SUR 79C 32,3,8,2,85.3,220000,18766000,1,A,36,29,202.2,261.2,180000,36396000,63196000,241908,2
941,CL 57G SUR 79C 32,3,8,2,85.3,220000,18766000,1,A,18,29,38.1,261.2,100000,3810000,62984800,241099,2
941,CL 57G SUR 79C 32,3,8,2,85.3,220000,18766000,4,A,44,29,21.1,261.2,200000,4224000,62984800,241099,2
942,KR 72D 57A 79 SUR,2,7,2,93.0,240000,22320000,1,A,30,10,112.6,174.4,200000,22520000,58436000,335069,2
942,KR 72D 57A 79 SUR,2,7,2,93.0,240000,22320000,4,A,40,10,61.8,174.4,220000,13596000,58436000,335069,2
943,KR 72A 57 42 SUR,2,7,2,102.8,240000,24672000,1,A,17,10,114.7,229.4,120000,13764000,61376000,267550,2
943,KR 72A 57 42 SUR,2,7,2,102.8,240000,24672000,4,A,36,10,114.7,229.4,200000,22940000,68258000,297550,2
944,KR 72D 56F 16 SUR,2,7,2,101.6,240000,24384000,1,A,30,24,52.8,204.0,180000,9504000,66588000,326412,1
944,KR 72D 56F 16 SUR,2,7,2,101.6,240000,24384000,4,A,50,24,49.2,204.0,250000,12300000,63072000,309176,1
944,KR 72D 56F 16 SUR,2,7,2,101.6,240000,24384000,22,A,47,24,102.0,204.0,200000,20400000,63072000,309176,1
945,CL 55 SUR 72A 87,2,7,2,72.0,200000,14400000,1,A,33,24,146.1,218.1,180000,26298000,56538000,259230,1
945,CL 55 SUR 72A 87,2,7,2,72.0,200000,14400000,4,A,35,24,72.0,218.1,220000,15840000,56538000,259230,1
946,KR 72 57H 32 SUR IN 6 LC 108,2,7,1,3.7,250000,922500,40,U,40,4,17.6,17.6,1147585,20197500,21120000,1200000,1
947,CL 73 SUR 80N 50,2,8,2,126.0,200000,25200000,4,A,43,29,28.0,306.5,200000,5600000,70060000,228581,2
947,CL 73 SUR 80N 50,2,7,2,126.0,200000,25200000,1,A,28,29,228.2,306.5,150000,34230000,70060000,228581,2
947,CL 73 SUR 80N 50,2,7,2,126.0,200000,25200000,1,A,14,29,50.3,306.5,100000,5030000,70060000,228581,2
948,CL 73D SUR 81 03,2,8,2,112.0,200000,22400000,4,A,45,27,101.4,343.4,220000,22308000,86684000,252429,2
948,CL 73D SUR 81 03,2,7,2,112.0,200000,22400000,1,A,38,27,139.6,343.4,220000,30712000,86684000,252429,2
948,CL 73D SUR 81 03,2,7,2,112.0,200000,22400000,1,A,17,27,102.4,343.4,110000,11264000,86684000,252429,2
949,KR 80J 73D 15 SUR,2,8,2,108.0,200000,21600000,4,A,32,27,13.5,141.0,180000,2430000,43155000,306064,2
949,KR 80J 73D 15 SUR,2,7,2,108.0,200000,21600000,1,A,25,27,84.0,141.0,150000,12600000,43155000,306064,2
949,KR 80J 73D 15 SUR,2,7,2,108.0,200000,21600000,1,A,25,27,43.5,141.0,150000,6525000,43155000,306064,2
950,CL 55 SUR 77 H 04,2,8,2,113.6,200000,22720000,1,A,19,12,74.3,360.0,120000,8916000,83862000,232950,2
950,CL 55 SUR 77 H 04,2,8,2,113.6,200000,22720000,1,A,36,12,269.7,360.0,180000,48546000,82446000,229017,2
950,CL 55 SUR 77 H 04,2,8,2,113.6,200000,22720000,4,A,37,12,16.0,360.0,230000,3680000,82446000,229017,2
951,CL 54 SUR 77H 74,2,8,2,60.0,200000,12000000,1,A,39,15,60.4,120.8,200000,12080000,37972000,314338,2
951,CL 54 SUR 77H 74,2,8,2,60.0,200000,12000000,3,A,41,15,60.4,120.8,230000,13892000,37368000,309338,2
952,CL 54 SUR 77H 78,2,8,2,60.0,200000,12000000,1,A,37,13,120.5,120.5,200000,24100000,36100000,299585,2
953,CL 55 SUR 77 K 30,2,8,2,72.8,200000,14560000,1,A,41,13,84.9,157.7,200000,16980000,47556000,301560,2
953,CL 55 SUR 77 K 30,2,8,2,72.8,200000,14560000,4,A,51,13,72.8,157.7,220000,16016000,47556000,301560,2
954,CL 55 SUR 77 K 38,2,8,2,81.8,200000,16360000,1,A,36,13,156.4,238.3,200000,31280000,65658000,275527,2
954,CL 55 SUR 77 K 38,2,8,2,81.8,200000,16360000,4,A,46,13,81.9,238.3,220000,18018000,65658000,275527,2
955,CL 55 SUR 77 P 08,2,8,2,88.6,200000,17720000,1,A,38,5,231.1,252.6,220000,50842000,73292000,290150,2
955,CL 55 SUR 77 P 08,2,8,2,88.6,200000,17720000,4,A,44,5,21.5,252.6,220000,4730000,73292000,290150,2
957,CL 37 B SUR  68 C 04 LC 12,3,8,1,1.4,300000,420000,40,U,49,15,5.2,5.2,550000,2860000,3280000,630769,2
958,KR 68 D  37 A 37 SUR,3,8,2,122.8,300000,36840000,4,A,39,30,236.8,236.8,250000,59200000,96040000,405574,2
959,KR 68 D 37 87 SUR,2,8,2,72.2,280000,20216000,2,A,38,9,204.4,330.6,220000,75337000,95553000,289029,2
959,KR 68 D 37 87 SUR,2,8,2,72.2,280000,20216000,2,A,30,9,68.1,330.6,190000,12939000,96234000,291089,2
959,KR 68 D 37 87 SUR,3,8,2,72.2,280000,20216000,4,A,50,9,58.1,330.6,300000,17430000,96234000,291089,2
960,KR 68 D 37 82 SUR,2,8,2,83.5,230000,19205000,1,A,29,32,89.3,114.1,160000,14288000,33493000,293541,2
960,KR 68 D 37 82 SUR,3,8,2,83.5,230000,19205000,4,A,39,32,24.8,114.1,250000,6200000,37065000,324847,2
961,KR 68 A BIS  37 A   58 SUR,2,8,2,97.2,280000,27216000,1,A,39,32,223.5,255.9,180000,40230000,67446000,263564,2
961,KR 68 A BIS  37 A   58 SUR,3,8,2,97.2,280000,27216000,4,A,39,32,32.4,255.9,200000,6480000,67446000,263564,2
962,KR 68 I 39 H 04 SUR,2,8,2,117.6,200000,23520000,1,A,30,36,139.8,251.4,170000,51660900,75180900,299085,2
962,KR 68 I 39 H 04 SUR,2,8,2,117.6,200000,23520000,4,A,38,29,111.6,251.5,250000,27900000,79374000,315766,2
963,CL 40 SUR 69 24,2,8,2,246.4,200000,49280000,1,A,28,30,121.9,293.6,150000,48380000,97660000,332629,2
963,CL 40 SUR 69 24,2,8,2,246.4,200000,49280000,4,A,30,30,30.2,293.6,200000,6040000,100702000,342990,2
963,CL 40 SUR 69 24,2,8,2,246.4,200000,49280000,33,A,29,30,141.5,293.6,170000,24055000,100702000,342990,2
966,CL 44 SUR  68 B 44,3,8,2,181.2,320000,57984000,1,A,36,35,267.7,401.8,170000,66838000,124822000,310657,5
966,CL 44 SUR  68 B 44,3,8,2,181.2,320000,57984000,1,A,20,35,74.3,401.8,110000,8173000,124822000,310657,5
966,CL 44 SUR  68 B 44,3,8,2,181.2,320000,57984000,4,A,34,35,59.8,401.8,220000,13156000,124822000,310657,5
967,CL 44 SUR 72 20,3,8,2,163.5,320000,52320000,1,A,35,37,119.8,286.6,170000,20366000,72686000,253615,2
967,CL 44 SUR 72 20,3,8,2,163.5,320000,52320000,4,A,42,37,166.8,286.6,230000,38364000,90684000,316413,2
968,AK 72 44D 03 SUR,3,8,2,157.2,350000,55020000,4,A,59,16,130.7,781.5,330000,205831000,260851000,333782,5
968,AK 72 44D 03 SUR,3,8,2,157.2,350000,55020000,22,A,56,16,650.8,781.5,250000,162700000,260851000,333782,5
969,CL 39 SUR  68 F 62,2,8,2,129.9,220000,25980000,1,A,45,36,277.6,298.6,190000,57574000,83554000,279819,2
969,CL 39 SUR  68 F 62,2,8,2,129.9,220000,25980000,4,A,37,36,21.0,298.6,230000,4830000,83554000,279819,2
969,CL 40 SUR  68 H 25,2,8,2,86.5,230000,19895000,1,A,38,25,185.0,262.1,180000,47245800,67140800,256204,2
969,CL 40 SUR  68 H 25,3,8,2,86.5,230000,19895000,4,A,37,25,23.1,262.1,230000,5313000,67140800,256204,2
969,CL 40 SUR  68 H 25,2,8,2,86.5,230000,19895000,1,A,25,4,54.0,262.1,160000,8640000,67140800,256204,2
970,KR 77R 51A 89 SUR,2,8,2,72.0,200000,14400000,1,A,48,12,238.3,238.3,220000,52426000,66826000,280428,2
971,CL 51A SUR 78K 42,2,8,2,108.0,220000,23760000,4,A,43,12,108.0,108.0,200000,21600000,45360000,420000,2
972,KR 78H 51 16 SUR,3,8,2,90.0,220000,19800000,1,A,44,33,160.2,230.6,200000,32038000,65912000,285878,2
972,KR 78H 51 16 SUR,2,8,2,90.0,220000,19800000,4,A,46,33,70.4,230.6,200000,14074000,65912000,285878,2
973,CL 51A SUR 78G 72,3,8,2,72.0,200000,14400000,1,A,33,27,137.6,209.6,180000,24768000,54288000,259008,1
973,CL 51A SUR 78G 72,2,8,2,72.0,200000,14400000,3,A,47,27,72.0,209.6,210000,15120000,52128000,248702,1
974,KR 78N 52 13 SUR,2,8,2,120.0,250000,30000000,4,A,30,21,33.0,110.2,180000,5940000,45204000,410200,2
974,KR 78N 52 13 SUR,2,8,2,120.0,250000,30000000,1,A,21,21,77.2,110.2,120000,9264000,47302000,429238,2
975,KR 68K 39-60SUR,2,8,2,103.6,200000,20720000,1,A,28,14,79.8,92.9,160000,12764800,35846400,385860,2
975,KR 68K 39-60SUR,3,8,2,103.6,200000,20720000,4,A,32,14,13.1,92.9,180000,2361600,35846400,385860,2
976,KR 78 A 65C-88SUR,2,7,2,77.0,180000,13860000,1,A,26,39,128.0,164.0,130000,16640000,30500000,185976,1
976,KR 78 A 65C-88SUR,3,7,2,77.0,180000,13860000,4,A,41,39,36.0,164.0,200000,7200000,30500000,185976,1
977,CL 65 SUR 77G-54,2,7,2,127.6,200000,25520000,1,A,28,39,134.2,172.7,140000,18788000,44308000,256561,1
977,CL 65 SUR 77G-54,3,7,2,127.6,200000,25520000,4,A,36,39,38.5,172.7,130000,5005000,42966000,248790,1
978,CL 65 SUR 78B-12,3,7,2,230.0,200000,46000000,4,A,40,39,230.0,729.4,300000,69000000,115000000,157664,1
978,CL 65 SUR 78B-12,3,7,2,230.0,200000,46000000,22,A,73,5,499.4,729.4,350000,174790000,115000000,157664,1
979,CLL 65 SUR 78B-36,3,7,2,107.6,200000,21520000,1,A,33,40,107.6,215.2,160000,17216000,58104000,270000,1
979,CLL 65 SUR 78B-36,3,7,2,107.6,200000,21520000,4,A,31,40,107.6,215.2,180000,19368000,52724000,245000,1
980,KR 87 5B 29 SUR,2,8,2,87.0,300000,26100000,4,A,36,21,87.0,268.2,200000,17400000,76116000,283803,2
980,KR 87 5B 29 SUR,2,8,2,87.0,300000,26100000,1,A,31,21,181.2,268.2,180000,32616000,76116000,283803,2
981,CL 5A SUR 87D 95,2,8,2,72.0,300000,21600000,4,A,36,21,25.0,155.2,180000,4500000,46932000,302397,2
981,CL 5A SUR 87D 95,2,8,2,72.0,300000,21600000,1,A,26,21,130.2,155.2,160000,20832000,52140000,335954,2
982,KR 86G 33 10 SUR,2,8,2,91.0,300000,27300000,4,A,40,29,91.0,297.7,190000,17290000,83863000,281703,2
982,KR 86G 33 10 SUR,2,8,2,91.0,300000,27300000,1,A,33,29,206.7,297.7,190000,39273000,83863000,281703,2
983,CL 33 SUR 87F 07,2,8,2,70.0,260000,18200000,4,A,41,9,24.5,240.3,250000,6125000,61413000,255611,2
983,CL 33 SUR 87F 07,2,8,2,70.0,260000,18200000,1,A,33,9,193.9,240.3,180000,34902000,55575000,231312,2
983,CL 33 SUR 87F 07,2,8,2,70.0,260000,18200000,1,A,19,7,21.9,240.3,100000,2186000,55575000,231312,2
984,KR 86F 34 40 SUR,2,8,2,84.0,320000,26880000,4,A,40,29,84.0,219.6,220000,18480000,65928000,300219,2
984,KR 86F 34 40 SUR,2,8,2,84.0,320000,26880000,1,A,16,16,48.0,219.6,100000,4800000,64968000,295847,2
984,KR 86F 34 40 SUR,2,8,2,84.0,320000,26880000,22,A,36,16,87.6,219.6,180000,15768000,64968000,295847,2
985,KR 86F 34A 08 SUR,2,8,2,98.0,320000,31360000,4,A,34,30,31.8,324.5,190000,6042000,81307000,250561,2
985,KR 86F 34A 08 SUR,2,8,2,98.0,320000,31360000,1,A,29,30,292.7,324.5,150000,43905000,80671000,248601,2
991,CL 46 SUR 81H 12,2,8,2,122.5,250000,30625000,1,A,32,26,173.9,236.9,170000,29563000,72158000,304593,2
991,CL 46 SUR 81H 12,2,8,2,122.5,250000,30625000,4,A,39,26,63.0,236.9,190000,11970000,72158000,304593,2
992,CL 46 SUR 81C 57,2,8,2,122.5,250000,30625000,1,A,21,30,156.6,267.8,130000,20358000,71783000,268047,2
992,CL 46 SUR 81C 57,2,8,2,122.5,250000,30625000,4,A,33,30,39.2,267.8,200000,7840000,79613000,297285,2
992,CL 46 SUR 81C 57,2,8,2,122.5,250000,30625000,22,A,28,30,72.0,267.8,180000,12960000,79613000,297285,2
993,CL 46 SUR 81C 62,2,8,2,122.5,250000,30625000,1,A,30,27,182.3,256.1,140000,25519200,68562200,267758,2
993,CL 46 SUR 81C 62,2,8,2,122.5,250000,30625000,1,A,18,27,31.8,256.1,100000,3178000,66042200,257917,2
993,CL 46 SUR 81C 62,2,8,2,122.5,250000,30625000,4,A,32,27,42.0,256.1,220000,9240000,66042200,257917,2
994,CL 46 SUR 80G 34,2,8,2,84.7,250000,21175000,1,A,39,21,132.2,245.8,180000,23796000,62005000,252258,2
994,CL 46 SUR 80G 34,2,8,2,84.7,250000,21175000,1,A,20,21,56.9,245.8,100000,5694000,62005000,252258,2
994,CL 46 SUR 80G 34,2,8,2,84.7,250000,21175000,4,A,48,21,56.7,245.8,200000,11340000,62005000,252258,2
995,CL 50A SUR 81B 06,2,8,2,122.5,220000,26950000,1,A,30,24,180.3,347.8,150000,27045000,79645000,228997,2
995,CL 50A SUR 81B 06,2,8,2,122.5,220000,26950000,1,A,15,5,45.0,347.8,80000,3600000,77195000,221952,2
995,CL 50A SUR 81B 06,2,8,2,122.5,220000,26950000,4,A,31,24,122.5,347.8,180000,22050000,77195000,221952,2
996,CL 53A SUR 81 30,2,8,2,122.5,220000,26950000,1,A,39,16,227.7,282.7,170000,38709000,76559000,270814,2
996,CL 53A SUR 81 30,2,8,2,122.5,220000,26950000,1,A,30,16,25.0,282.7,160000,4000000,72782000,257453,2
996,CL 53A SUR 81 30,2,8,2,122.5,220000,26950000,4,A,48,16,30.0,282.7,230000,6900000,72782000,257453,2
997,KR 88D 34B 08 SUR,2,8,2,72.0,300000,21600000,4,A,42,26,63.0,129.6,220000,13860000,44118000,340417,2
997,KR 88D 34B 08 SUR,2,8,2,72.0,300000,21600000,1,A,24,26,66.6,129.6,130000,8658000,44928000,346667,2
998,KR 88D 35B 22 SUR,2,8,2,84.0,300000,25200000,4,A,46,29,82.9,323.4,200000,16580000,72258000,223432,2
998,KR 88D 35B 22 SUR,2,8,2,84.0,300000,25200000,1,A,27,29,187.3,323.4,140000,26222000,68113000,210615,2
998,KR 88D 35B 22 SUR,2,8,2,84.0,300000,25200000,1,A,15,29,53.2,323.4,80000,4256000,68113000,210615,2
999,CL 38 SUR 88A 08,2,8,2,84.0,260000,21840000,4,A,42,26,84.0,202.0,220000,18480000,61560000,304752,2
999,CL 38 SUR 88A 08,2,8,2,84.0,260000,21840000,1,A,35,26,118.0,202.0,180000,21240000,58200000,288119,2
1001,AK 27 23 91 SUR ,3,15,2,159.0,350000,55650000,1,A,28,56,112.1,139.6,120000,18402000,74052000,530458,2
1001,AK 27 23 91 SUR ,3,15,2,159.0,350000,55650000,4,A,34,80,27.5,139.6,180000,4950000,76294000,546519,2
1002,CL 26 SUR 29 98 ,3,15,2,123.7,220000,27214000,1,A,34,56,187.5,236.0,160000,40185000,67399000,285589,3
1003,CL 26 SUR 29 98 ,3,15,2,123.7,220000,27214000,4,A,36,80,48.5,236.0,210000,10185000,71149000,301479,3
1004,CL 28 SUR 30 04,3,15,2,74.9,280000,20972000,1,A,29,60,182.6,218.1,160000,37026000,57998000,265924,2
1004,CL 28 SUR 30 04,3,15,2,74.9,280000,20972000,4,A,37,60,35.5,218.1,220000,7810000,65302000,299413,2
1004,AK 86 2A 29,2,8,2,72.1,400000,28840000,4,A,39,24,72.0,147.6,220000,15840000,58288000,394905,2
1004,AK 86 2A 29,2,8,2,72.1,400000,28840000,1,A,37,24,75.6,147.6,180000,13608000,58288000,394905,2
1005,CL 42H SUR 78 04,3,8,2,49.0,220000,10780000,1,A,34,29,57.1,105.4,200000,11420000,32826000,311442,1
1005,CL 42H SUR 78 04,3,8,2,49.0,220000,10780000,4,A,40,29,48.3,105.4,220000,10626000,32826000,311442,1
1006,CL 2 87F 24,2,8,2,86.9,300000,26070000,4,A,37,16,22.5,212.4,230000,5175000,63528000,299096,2
1006,CL 2 87F 24,2,8,2,86.9,300000,26070000,1,A,30,16,189.9,212.4,170000,32283000,62403000,293799,2
1007,CL 5A SUR 88C 06,2,8,2,78.0,280000,21840000,4,A,39,24,24.0,208.5,170000,4080000,53731600,257681,2
1007,CL 5A SUR 88C 06,2,8,2,78.0,280000,21840000,1,A,35,24,145.0,208.5,170000,24650000,53731600,257681,2
1007,CL 5A SUR 88C 06,2,8,2,78.0,280000,21840000,1,A,18,24,39.5,208.5,80000,3161600,53731600,257681,2
1008,CL 59 SUR 78H- 60,3,7,2,78.0,380000,29640000,4,A,45,22,226.3,300.2,220000,49792600,97892600,326124,2
1008,CL 59 SUR 78H- 60,3,7,2,78.0,380000,29640000,20,A,45,22,73.8,300.2,250000,18460000,91150800,303664,2
1009,CL 58Q SUR 78F-79,2,7,2,78.0,380000,29640000,1,A,32,11,159.6,237.6,180000,28728000,72408000,304747,2
1009,CL 58Q SUR 78F-79,3,7,2,78.0,380000,29640000,3,A,30,11,78.0,237.6,180000,14040000,72408000,304747,2
1010,CL 59 SUR 79C-35,2,7,2,45.5,380000,17290000,1,A,31,15,25.9,45.5,170000,4403000,25221000,554308,2
1010,CL 59 SUR 79C-35,3,7,2,45.5,380000,17290000,4,A,36,15,19.6,45.5,180000,3528000,24962000,548615,2
1011,KR 81G 65D-11SUR,2,7,2,78.0,180000,14040000,1,A,27,21,58.8,159.0,150000,8820000,40812000,256679,2
1011,KR 81G 65D-11SUR,2,7,2,78.0,180000,14040000,1,A,20,21,81.6,159.0,110000,8976000,45708000,287472,2
1011,KR 81G 65D-11SUR,3,7,2,78.0,180000,14040000,4,A,30,21,12.2,159.0,180000,2196000,45708000,287472,2
1012,CLL 66 SUR 81F-51,2,7,2,84.5,180000,15210000,1,A,31,11,156.6,217.9,180000,28188000,54432000,249803,2
1012,CLL 66 SUR 81F-51,3,7,2,84.5,180000,15210000,4,A,39,11,61.3,217.9,180000,11034000,49734000,228242,2
1013,CLL 63 SUR 81A-07,2,7,2,90.7,180000,16326000,1,A,35,21,101.0,191.4,160000,16160000,32486000,169728,2
1013,CLL 63 SUR 81A-07,3,7,2,90.7,180000,16326000,4,A,52,21,90.4,191.4,250000,22600000,31476000,164451,2
1014,CL 76 SUR 80N 25 IN 17 LC 1,2,8,2,10.7,220000,2360600,39,U,52,7,20.7,20.7,450000,9319500,11680100,563984,2
1015,CL 54 SUR 80D 17,2,8,2,30.0,380000,11400000,1,U,33,24,36.3,66.3,190000,6887500,26687500,402830,2
1015,CL 54 SUR 80D 17,2,8,2,30.0,380000,11400000,4,U,37,24,30.0,66.3,280000,8400000,26687500,402830,2
1016,CL 54 SUR 80C 15,2,8,2,30.0,380000,11400000,1,U,35,24,28.7,39.9,210000,6027000,20787000,520977,2
1016,CL 54 SUR 80C 15,2,8,2,30.0,380000,11400000,4,U,35,24,11.2,39.9,300000,3360000,20787000,520977,2
1017,CL 54 SUR 80 51 AP,2,8,1,29.8,380000,11324000,38,U,38,17,38.0,48.4,400000,15200000,31464000,650083,2
1017,CL 54 SUR 80 51 AP,2,8,1,29.8,380000,11324000,40,U,40,17,10.4,48.4,475000,4940000,31464000,650083,2
1018,CL 54 SUR 80 39 AP,2,8,1,29.2,380000,11096000,40,U,40,17,48.4,48.4,621000,30044000,41140000,850000,2
1019,CL 54 SUR 80 15 AP 101,2,8,1,26.1,380000,9918000,40,U,42,17,48.5,48.5,646000,31307000,41225000,850000,2
1020,CL 46 SUR 80D 18,2,8,2,78.0,250000,19500000,1,A,34,29,195.1,225.1,150000,29265000,55365000,245957,2
1020,CL 46 SUR 80D 18,2,8,2,78.0,250000,19500000,4,A,46,29,30.0,225.1,220000,6600000,51614000,229294,2
1021,CL 62 SUR 86B 13,2,7,2,72.0,300000,21600000,4,A,34,29,42.0,214.8,180000,7560000,56808000,264469,2
