ID,CODSEC,DIR,ZHFG,TIPORESLZHF,ESTRATO,LOCALIDAD,UPZ,LONG,LAT,CONDJUR,AT,VALTER,VALTOTER,USO,SISTCON,PUNTAJE,EDAD,AC,AREATC,VALORC,VRTOTAL,AVALUO,INTEGRAL,ACTECOIM,TIPOAEI
420,001108360600000000,CL 13 S 7A 18 E,5726125153112,2,2,4,,,,2,97.50,170000,16575000,001,A,19,18,103.38,301.78,90000,9304200,60086200,199106,1,2
421,001108381100000000,DG 13 SUR 4 29 ESTE,6030225153121,3,2,4,,,,2,428.70,170000,72879000,004,A,33,26,24.00,502.50,200000,4800000,151134000,300764,2,1
421,001108381100000000,DG 13 SUR 4 29 ESTE,6030225153121,3,2,4,,,,2,428.70,170000,72879000,001,A,36,41,180.00,502.50,160000,28800000,141723000,282036,2,1
421,001108381100000000,DG 13 SUR 4 29 ESTE,6030225153121,3,2,4,,,,2,428.70,170000,72879000,033,A,26,26,297.70,502.50,150000,44655000,141723000,282036,2,1
422,001108660300000000,CL 13 S 7 50 E,5726125153112,2,2,4,,,,2,100.50,170000,17085000,004,A,48,22,100.50,381.90,200000,20100000,85023000,222632,1,2
422,001108660300000000,CL 13 S 7 50 E,5726125153112,2,2,4,,,,2,100.50,170000,17085000,001,A,41,22,281.40,381.90,170000,47838000,85023000,222632,1,2
423,001110031400000000,CL 8 S 6 23,6222215151121,3,2,4,,,,2,258.00,200000,51600000,004,A,28,56,111.70,363.50,160000,17872000,104724000,288099,2,1
423,001110031400000000,CL 8 S 6 23,6222215151121,3,2,4,,,,2,258.00,200000,51600000,001,A,31,56,251.80,363.50,140000,35252000,103891000,285807,2,1
424,001111310300101001,AC 11 SUR 1 31 ESTE LC 1,6222115152413,3,3,4,,,,1,13.37,200000,2674000,040,U,53,7,30.00,30.00,710867,21326000,24000000,800000,1,3
425,001111362700000000,KR 6 10 49 SUR,6232215152113,3,3,4,,,,2,145.00,200000,29000000,001,A,31,52,120.15,120.15,150000,18022500,47022500,391365,1,3
426,001112020500000000,KR 6 18B - 36S,5727715142113,3,2,4,,,,2,139.40,250000,34850000,001,A,35,56,209.20,230.30,160000,33472000,72120000,313157,1,3
426,001112020500000000,KR 6 18B - 36S,5727715142113,3,2,4,,,,2,139.40,250000,34850000,004,A,37,56,21.10,230.30,180000,3798000,72120000,313157,1,3
427,001201010600000000,AK 14 2 48 SUR,6232215153422,2,3,15,,,,2,807.50,350000,282625000,020,A,52,9,194.00,454.60,220000,42680000,378711000,833064,2,2
427,001201010600000000,AK 14 2 48 SUR,6232215153422,2,3,15,,,,2,807.50,350000,282625000,022,A,45,47,128.60,454.60,210000,27006000,361295000,794754,2,2
427,001201010600000000,AK 14 2 48 SUR,6232215153422,2,3,15,,,,2,807.50,350000,282625000,025,A,55,47,132.00,454.60,200000,26400000,361295000,794754,2,2
428,001205020600000000,AK 10 17-40S,6010215153321,3,3,4,,,,2,331.00,350000,115850000,001,A,22,30,356.00,744.00,120000,42720000,212885000,286136,2,1
428,001205020600000000,AK 10 17-40S,6010215153321,3,3,4,,,,2,331.00,350000,115850000,001,A,16,30,107.00,744.00,90000,9630000,212885000,597992,2,1
428,001205020600000000,AK 10 17-40S,6010215153321,3,3,4,,,,2,331.00,350000,115850000,004,A,33,30,107.00,744.00,180000,19260000,212885000,597992,2,1
428,001205020600000000,AK 10 17-40S,6010215153321,3,3,4,,,,2,331.00,350000,115850000,022,A,28,30,117.90,744.00,130000,15327000,212885000,597992,2,1
428,001205020600000000,AK 10 17-40S,6010215153321,3,3,4,,,,2,331.00,350000,115850000,033,A,28,30,56.10,744.00,180000,10098000,212885000,597992,2,1
430,001205061300101001,KR 9 17-01 S,6010215153321,3,3,4,,,,2,167.08,250000,41770000,001,A,58,16,231.30,506.70,340000,78642000,203032000,800000,2,1
430,001205061300101001,KR 9 17-01 S,6010215153321,3,3,4,,,,2,167.08,250000,41770000,004,A,59,16,275.40,506.70,300000,82620000,182215000,800000,2,1
431,001205201800000000,CL 19S 6-07,6010215153113,3,3,4,,,,2,204.00,250000,51000000,001,A,37,20,43.20,43.20,220000,9504000,179728000,4160370,1,3
431,001205201800000000,CL 19S 6-07,6010215153113,3,3,4,,,,2,204.00,250000,51000000,004,A,44,20,425.80,425.80,280000,119224000,181024000,4190370,1,3
432,001209030100101002,KR 9A 3A 33 SUR IN 1 LC,6222215154413,3,3,4,,,,1,31.10,350000,10885000,039,U,37,7,33.40,33.40,224000,7485000,18370000,550000,1,3
433,001211042300000000,CL 4 SUR 10 13,6232215153122,2,3,15,,,,2,48.60,280000,13608000,001,A,40,7,152.30,152.30,200000,30460000,53788000,353171,2,2
433,001211042300000000,CL 4 SUR 10 13,6232215153122,2,3,15,,,,2,48.60,280000,13608000,001,A,40,7,152.30,152.30,170000,25891000,53788000,353171,2,2
433,001211042300000000,CL 4 SUR 10 13,6232215153122,2,3,15,,,,2,48.60,280000,13608000,004,A,40,7,48.60,152.30,200000,9720000,53788000,353171,2,2
434,001211071800000000,CL 2 SUR 10 67,6232215153113,3,3,15,,,,2,161.80,280000,45304000,001,A,34,16,24.00,300.30,170000,4080000,99118000,330063,1,3
434,001211071800000000,CL 2 SUR 10 67,6232215153113,3,3,15,,,,2,161.80,280000,45304000,004,A,31,16,276.30,300.30,180000,49734000,98638000,328465,1,3
435,001211100100000000,KR 10A 4 59 SUR,6232215153113,3,3,15,,,,2,57.10,280000,15988000,001,A,45,25,232.30,260.40,200000,46460000,67787000,260319,1,3
435,001211100100000000,KR 10A 4 59 SUR,6232215153113,3,3,15,,,,2,57.10,280000,15988000,004,A,33,25,28.10,260.40,190000,5339000,63141000,242477,1,3
436,001211112700000000,KR 10A 2 49 SUR,6232215153122,2,3,15,,,,2,143.10,280000,40068000,001,A,39,35,256.20,268.20,220000,56364000,99072000,369396,2,2
436,001211112700000000,KR 10A 2 49 SUR,6232215153122,2,3,15,,,,2,143.10,280000,40068000,004,A,39,35,12.00,268.20,220000,2640000,99072000,369396,2,2
437,001211143100000000,KR 11 2 77 S,6232215153121,2,2,15,,,,2,158.70,320000,50784000,001,A,29,35,136.00,186.80,160000,21760000,82196000,440021,2,1
437,001211143100000000,KR 11 2 77 S,6232215153121,2,2,15,,,,2,158.70,320000,50784000,004,A,28,25,50.80,186.80,190000,9652000,85424000,457302,2,1
438,001211190400000000,KR 11B 3 68 SUR,6232215153121,2,2,15,,,,2,96.20,280000,26936000,001,A,40,25,243.20,301.00,180000,43776000,82272000,273329,2,1
438,001211190400000000,KR 11B 3 68 SUR,6232215153121,2,2,15,,,,2,96.20,280000,26936000,004,A,27,30,57.80,301.00,200000,11560000,82272000,273329,2,1
439,001211260700000000,CL 3 SUR 10 77,6232215153122,2,3,15,,,,2,162.00,320000,51840000,001,A,30,30,161.90,258.30,180000,29142000,100262000,388161,2,2
439,001211260700000000,CL 3 SUR 10 77,6232215153122,2,3,15,,,,2,162.00,320000,51840000,004,A,32,35,96.40,258.30,200000,19280000,100262000,388161,2,2
440,001211260800000000,CL 3 SUR 10 75,6232215153122,2,3,15,,,,2,156.00,320000,49920000,001,A,33,35,310.90,456.60,160000,49744000,128804000,282094,2,2
440,001211260800000000,CL 3 SUR 10 75,6232215153122,2,3,15,,,,2,156.00,320000,49920000,004,A,29,46,145.70,456.60,200000,29140000,128804000,282094,2,2
441,001211280300000000,CL 4 S 12 28,6232215153121,2,2,15,,,,2,160.00,260000,41600000,001,A,32,46,132.20,441.10,150000,19830000,112446000,254922,2,1
441,001211280300000000,CL 4 S 12 28,6232215153121,2,2,15,,,,2,160.00,260000,41600000,004,A,27,46,159.20,441.10,170000,27064000,113768000,257919,2,1
441,001211280300000000,CL 4 S 12 28,6232215153121,2,2,15,,,,2,160.00,260000,41600000,022,A,34,46,149.70,441.10,160000,23952000,113768000,257919,2,1
446,001310171800000000,CL 39 SUR 3C 05 ESTE,6235225152113,3,3,11,,,,2,50.00,90000,4500000,003,A,37,39,50.00,75.00,200000,10000000,16000000,213333,1,3
446,001310171800000000,CL 39 SUR 3C 05 ESTE,6235225152113,3,3,11,,,,2,50.00,90000,4500000,001,A,11,39,25.00,75.00,60000,1500000,16000000,213333,1,3
447,001310181600000000,CL 39A SUR 3C 33 ESTE,6235225152113,3,3,11,,,,2,192.00,90000,17280000,004,A,38,27,24.00,269.80,200000,4800000,74044000,274440,1,3
447,001310181600000000,CL 39A SUR 3C 33 ESTE,6235225152113,3,3,11,,,,2,192.00,90000,17280000,001,A,30,20,52.80,269.80,180000,9504000,74044000,274440,1,3
447,001310181600000000,CL 39A SUR 3C 33 ESTE,6235225152113,3,3,11,,,,2,192.00,90000,17280000,001,A,38,20,193.00,269.80,220000,42460000,74044000,274440,1,3
448,001310200200000000,CL 41 SUR 3C 82 ESTE,6235225152113,3,3,11,,,,2,48.60,90000,4374000,004,A,36,31,48.30,100.10,200000,9660000,23358000,233347,1,3
448,001310200200000000,CL 41 SUR 3C 82 ESTE,6235225152113,3,3,11,,,,2,48.60,90000,4374000,001,A,30,31,51.80,100.10,180000,9324000,23358000,233347,1,3
449,001310230800000000,AC 36 SUR 5 62 ESTE,6235225152221,3,2,11,,,,2,164.64,200000,32928000,004,A,36,29,34.60,206.70,200000,6920000,67384000,325999,2,1
449,001310230800000000,AC 36 SUR 5 62 ESTE,6235225152221,3,2,11,,,,2,164.64,200000,32928000,001,A,28,29,172.10,206.70,160000,27536000,67384000,325999,2,1
450,001310231700000000,AC 36 SUR 5 12 ESTE,6235225152221,3,2,11,,,,2,106.70,200000,21340000,004,A,33,32,103.20,285.40,190000,19608000,64634000,226468,2,1
450,001310231700000000,AC 36 SUR 5 12 ESTE,6235225152221,3,2,11,,,,2,106.70,200000,21340000,001,A,24,32,182.20,285.40,130000,23686000,64634000,226468,2,1
451,001310321600000000,AK 4 ESTE 41 02 SUR,6235225152121,3,2,11,,,,2,99.00,150000,14850000,004,A,34,29,101.30,101.30,200000,20260000,35110000,346594,2,1
452,001310491600000000,AK 4 ESTE 38 27 SUR,6235225152222,3,2,11,,,,2,148.70,150000,22305000,004,A,39,27,301.70,301.70,210000,63357000,85662000,283931,2,2
453,001311154000000000,TV 3 C E 43 39 S,6235215152221,3,2,11,,,,2,142.10,120000,17052000,004,A,36,30,15.90,277.10,180000,2862000,57135000,206189,2,1
453,001311154000000000,TV 3 C E 43 39 S,6235215152221,3,2,11,,,,2,142.10,120000,17052000,001,A,33,30,195.90,277.10,180000,35262000,57135000,206189,2,1
453,001311154000000000,TV 3 C E 43 39 S,6235215152221,3,2,11,,,,2,142.10,120000,17052000,001,A,7,30,65.30,277.10,30000,1959000,57135000,206189,2,1
454,001314173500000000,CL 42 SUR 12A-95 ESTE,6030225152429,2,2,4,,,,2,288.60,110000,31746000,004,A,28,46,64.20,145.80,170000,7704000,48430400,332170,2,9
454,001314173500000000,CL 42 SUR 12A-95 ESTE,6030225152429,2,2,4,,,,2,288.60,110000,31746000,001,A,22,46,81.64,145.80,110000,8980400,48430400,332170,2,9
455,001319110600000000,TV 3C BIS ESTE 42A 10 SUR,6235125152121,2,2,4,,,,2,85.00,160000,13600000,004,A,47,27,83.88,202.56,200000,16776000,48719000,240516,2,1
455,001319110600000000,TV 3C BIS ESTE 42A 10 SUR,6235125152121,2,2,4,,,,2,85.00,160000,13600000,001,A,33,27,88.32,202.56,170000,15014400,48719000,240516,2,1
455,001319110600000000,TV 3C BIS ESTE 42A 10 SUR,6235125152121,2,2,4,,,,2,85.00,160000,13600000,001,A,14,27,30.26,202.56,110000,3328600,48719000,240516,2,1
456,001319280400000000,DG 43A S 6B 32E,6235225152121,2,2,4,,,,2,163.70,150000,24555000,004,A,43,11,125.70,279.30,200000,25140000,72735000,260419,2,1
456,001319280400000000,DG 43A S 6B 32E,6235225152121,2,2,4,,,,2,163.70,150000,24555000,001,A,29,11,153.60,279.30,150000,23040000,72735000,260419,2,1
457,001319290500000000,KR 6B E 43B 44 S,6235225152121,2,2,4,,,,2,91.00,140000,12740000,004,A,43,25,31.10,313.80,200000,5598000,60743000,193572,2,1
457,001319290500000000,KR 6B E 43B 44 S,6235225152121,2,2,4,,,,2,91.00,140000,12740000,001,A,33,25,282.70,313.80,160000,42405000,60743000,193572,2,1
458,001319741000000000,TV 3D ESTE 42B 05 SUR,6235125152121,2,2,4,,,,2,124.70,150000,18705000,004,A,49,27,177.80,390.46,200000,35560000,86395000,221265,2,1
458,001319741000000000,TV 3D ESTE 42B 05 SUR,6235125152121,2,2,4,,,,2,124.70,150000,18705000,001,A,42,27,188.60,390.46,170000,28290000,86395000,221265,2,1
458,001319741000000000,TV 3D ESTE 42B 05 SUR,6235125152121,2,2,4,,,,2,124.70,150000,18705000,022,A,43,27,24.00,390.46,220000,3840000,86395000,221265,2,1
459,001319751500000000,DG 43A SUR 5 03 ESTE,6235125152121,2,2,4,,,,2,73.80,150000,11070000,004,A,37,36,73.80,156.00,200000,12546000,34302000,219885,2,1
459,001319751500000000,DG 43A SUR 5 03 ESTE,6235125152121,2,2,4,,,,2,73.80,150000,11070000,001,A,24,36,82.20,156.00,130000,10686000,34302000,219885,2,1
460,001321341900000000,KR 1B 42-10 SUR,6235125152121,3,2,11,,,,2,150.00,160000,24000000,004,A,49,16,150.00,303.60,220000,33000000,84648000,278814,2,1
460,001321341900000000,KR 1B 42-10 SUR,6235125152121,3,2,11,,,,2,150.00,160000,24000000,001,A,35,16,153.60,303.60,180000,27648000,84648000,278814,2,1
461,001321382900000000,KR 1B 42 55 SUR,6235125152121,3,2,11,,,,2,120.00,160000,19200000,004,A,44,46,20.00,242.40,220000,4400000,68080000,280858,2,1
461,001321382900000000,KR 1B 42 55 SUR,6235125152121,3,2,11,,,,2,120.00,160000,19200000,001,A,37,46,222.40,242.40,200000,44480000,68080000,280858,2,1
462,001321402200000000,KR 1B 41 03 SUR,6235125152121,3,2,11,,,,2,118.80,160000,19008000,004,A,44,46,118.80,257.40,220000,26136000,63162000,245385,2,1
462,001321402200000000,KR 1B 41 03 SUR,6235125152121,3,3,11,,,,2,118.80,160000,19008000,001,A,39,46,69.30,257.40,200000,13860000,63162000,245385,2,1
462,001321402200000000,KR 1B 41 03 SUR,6235125152121,3,3,11,,,,2,118.80,160000,19008000,001,A,14,46,69.30,257.40,60000,4158000,63162000,245385,2,1
463,001327761200000000,TV 14D BIS ESTE 57 10 SUR,6030225151113,3,2,4,,,,2,175.00,120000,21000000,001,A,34,16,119.60,209.60,180000,21528000,58728000,280191,1,3
463,001327761200000000,TV 14D BIS ESTE 57 10 SUR,6030225151113,3,2,4,,,,2,175.00,120000,21000000,003,A,33,16,90.00,209.60,180000,16200000,56336000,268779,1,3
464,001327860900000000,TV 14B ESTE 56 11 SUR,6030225151121,3,2,4,,,,2,131.60,150000,19740000,004,A,30,24,48.00,155.20,170000,8160000,43980000,283376,2,1
464,001327860900000000,TV 14B ESTE 56 11 SUR,6030225151121,3,2,4,,,,2,131.60,150000,19740000,001,A,29,24,107.20,155.20,150000,16080000,43980000,283376,2,1
465,001342990100101003,CL 41B S 13B 34E,6222125153221,2,2,4,,,,1,15.30,15000,229500,040,U,41,10,9.10,9.10,445000,4047500,4277000,470000,2,1
466,001342990100301003,KR 13C E 41A 13S  INT 8,6222125153221,2,2,4,,,,1,11.40,15000,171000,040,U,41,10,6.80,6.80,445000,3025000,3196000,470000,2,1
467,001401030100000000,KR 14B 26B-41 SUR,6010215153122,3,3,11,,,,2,110.00,320000,35200000,004,A,45,40,110.00,355.20,220000,24200000,103536000,291486,2,2
467,001401030100000000,KR 14B 26B-41 SUR,6010215153122,3,3,11,,,,2,110.00,320000,35200000,001,A,33,40,245.20,355.20,180000,44136000,103536000,291486,2,2
468,001401031700000000,KR 14B 26B-25 SUR,6010215153121,3,3,11,,,,2,168.30,250000,42075000,004,A,55,25,57.60,231.80,250000,14400000,95615000,412489,2,1
468,001401031700000000,KR 14B 26B-25 SUR,6010215153121,3,3,11,,,,2,168.30,250000,42075000,025,A,64,25,111.20,231.80,250000,27800000,95615000,412489,2,1
468,001401031700000000,KR 14B 26B-25 SUR,6010215153121,3,3,11,,,,2,168.30,250000,42075000,001,A,36,25,63.00,231.80,180000,11340000,95615000,412489,2,1
469,001401411300000000,CL 27S 12 94,6010215153122,3,3,11,,,,2,64.00,320000,20480000,004,A,37,40,60.00,156.60,220000,13200000,51068000,326105,2,2
469,001401411300000000,CL 27S 12 94,6010215153122,3,3,11,,,,2,64.00,320000,20480000,001,A,33,40,96.60,156.60,180000,17388000,51068000,326105,2,2
470,001401411400000000,KR 12B 26B 32 SUR,6010215153122,3,2,11,,,,2,50.00,320000,16000000,004,A,34,42,30.00,157.00,200000,6000000,44860000,285732,2,2
470,001401411400000000,KR 12B 26B 32 SUR,6010215153122,3,3,11,,,,2,50.00,320000,16000000,001,A,39,42,127.00,157.00,180000,22860000,44860000,281911,2,2
471,001402181600000000,CL 27 SUR 14A 09,6010215152222,3,3,11,,,,2,120.00,320000,38400000,004,A,40,32,99.00,304.20,250000,24750000,101112000,332387,2,2
471,001402181600000000,CL 27 SUR 14A 09,6010215152222,3,3,11,,,,2,120.00,320000,38400000,001,A,45,32,102.60,304.20,250000,25650000,101112000,332387,2,2
471,001402181600000000,CL 27 SUR 14A 09,6010215152222,3,3,11,,,,2,120.00,320000,38400000,001,A,21,32,102.60,304.20,120000,12312000,101112000,332387,2,2
472,001402703200000000,KR 16A 32 27S,6030215152113,3,3,11,,,,2,144.40,250000,36100000,003,A,28,30,23.50,144.40,150000,3525000,50506000,349765,1,3
472,001402703200000000,KR 16A 32 27S,6030215152113,3,3,11,,,,2,144.40,250000,36100000,070,A,29,30,120.90,144.40,90000,10881000,50506000,349765,1,3
473,001402740600000000,AK 14 32 78 SUR,6010215153422,3,3,11,,,,2,152.90,350000,53515000,004,A,40,30,38.50,225.10,180000,6930000,90301000,401159,2,2
473,001402740600000000,AK 14 32 78 SUR,6010215153422,3,3,11,,,,2,152.90,350000,53515000,001,A,33,30,186.60,225.10,160000,29856000,90301000,401159,2,2
474,001402760500000000,DG 32B SUR 15C-26,6030215152121,3,2,11,,,,2,134.60,220000,29612000,004,A,44,35,80.20,481.40,210000,16842000,110646000,229842,2,1
474,001402760500000000,DG 32B SUR 15C-26,6030215152121,3,2,11,,,,2,134.60,220000,29612000,002,A,35,35,401.20,481.40,160000,64192000,110646000,229842,2,1
475,001402780300101009,CL 27A SUR 15-36 LC 1,6010215152121,3,3,11,,,,1,7.70,250000,1925000,040,U,59,7,20.50,20.50,400000,8200000,10125000,493902,2,1
476,001402790700000000,CL 27C SUR 15 37,6010215152121,3,3,18,,,,2,323.70,250000,80925000,004,A,33,25,35.40,97.40,140000,4956000,91461000,939025,2,1
476,001402790700000000,CL 27C SUR 15 37,6010215152121,3,3,18,,,,2,323.70,250000,80925000,070,A,14,3,62.00,97.40,90000,5580000,91461000,939025,2,1
477,001404200600000000,CL 27 SUR 10A-34,6010215152121,3,3,18,,,,2,104.70,320000,33504000,004,A,34,46,42.78,361.82,200000,8556000,96296800,266146,2,1
477,001404200600000000,CL 27 SUR 10A-34,6010215152121,3,3,18,,,,2,104.70,320000,33504000,001,A,33,46,319.04,361.82,170000,54236800,96296800,266146,2,1
478,001404360100000000,AK 10 22-95 SUR,6010215153422,3,3,18,,,,2,310.46,350000,108661000,004,A,39,41,49.50,555.30,220000,10890000,220711000,397463,2,2
478,001404360100000000,AK 10 22-95 SUR,6010215153422,3,3,18,,,,2,310.46,350000,108661000,009,A,31,41,106.00,555.30,200000,21200000,220711000,397463,2,2
478,001404360100000000,AK 10 22-95 SUR,6010215153422,3,3,18,,,,2,310.46,350000,108661000,001,A,35,41,399.80,555.30,200000,79960000,220711000,397463,2,2
479,001404371900101001,AK 10 23 61 SUR LC,6010215153422,3,3,18,,,,2,4.56,350000,1596000,004,U,39,7,28.40,28.40,350000,9940000,11536000,406197,2,2
480,001404452200000000,AK 10 20 63 SUR,6010215153422,3,3,18,,,,2,268.50,350000,93975000,004,A,39,40,28.40,245.10,180000,5112000,144651000,590171,2,2
480,001404452200000000,AK 10 20 63 SUR,6010215153422,3,3,18,,,,2,268.50,350000,93975000,022,A,36,40,105.50,245.10,200000,21100000,144651000,590171,2,2
480,001404452200000000,AK 10 20 63 SUR,6010215153422,3,3,18,,,,2,268.50,350000,93975000,001,A,43,40,111.20,245.10,220000,24464000,144651000,590171,2,2
481,001405031200000000,AK 10 26 34 SUR,6010215153422,3,3,4,,,,2,214.80,320000,68736000,004,A,34,30,427.00,427.00,230000,98210000,166946000,390974,2,2
482,001405043800000000,KR 8 20 15 S,6010215153222,3,3,4,,,,2,96.00,200000,19200000,004,A,44,39,34.20,277.20,200000,6840000,63174000,227900,2,2
482,001405043800000000,KR 8 20 15 S,6010215153222,3,3,4,,,,2,96.00,200000,19200000,001,A,29,39,208.80,277.20,150000,31320000,66666000,240498,2,2
482,001405043800000000,KR 8 20 15 S,6010215153222,3,3,4,,,,2,96.00,200000,19200000,009,A,47,39,34.20,277.20,170000,5814000,66666000,240498,2,2
483,001405054600000000,KR 8 20A 11 SUR,6010215153222,2,3,4,,,,2,43.60,200000,8720000,004,A,38,32,103.40,103.40,180000,18612000,27332000,264333,2,2
484,001405121200000000,KR 8 25 10 S,6010215153222,2,3,4,,,,2,125.00,200000,25000000,004,A,33,56,22.20,217.60,170000,3774000,61992000,284890,2,2
484,001405121200000000,KR 8 25 10 S,6010215153222,2,3,4,,,,2,125.00,200000,25000000,001,A,38,56,195.40,217.60,170000,33218000,61992000,284890,2,2
485,001405200200000000,CL 27 S 7 10,6010215153322,3,3,4,,,,2,200.00,320000,64000000,004,A,40,60,58.20,553.50,170000,9894000,158044000,285536,2,2
485,001405200200000000,CL 27 S 7 10,6010215153322,3,3,4,,,,2,200.00,320000,64000000,001,A,35,60,495.00,553.50,170000,84150000,158044000,285536,2,2
486,001405200400000000,CL 27 S 7 32,6010215153322,3,3,4,,,,2,299.00,320000,95680000,004,A,36,60,163.40,271.50,140000,22876000,131528000,484449,2,2
486,001405200400000000,CL 27 S 7 32,6010215153322,3,3,4,,,,2,299.00,320000,95680000,001,A,25,60,108.10,271.50,120000,12972000,132609000,488431,2,2
487,001405240500000000,CL 24 S 6 44,6010215153113,3,3,4,,,,2,300.00,200000,60000000,001,A,21,60,46.50,297.00,120000,5580000,85620000,288283,1,3
487,001405240500000000,CL 24 S 6 44,6010215153113,3,3,4,,,,2,300.00,200000,60000000,070,A,9,40,250.50,297.00,80000,20040000,87945000,296111,1,3
488,001405252300000000,KR 6 24 19 S,6010215153222,3,3,4,,,,2,69.50,600000,41700000,004,A,40,40,69.50,143.20,250000,17375000,70867000,494881,2,2
488,001405252300000000,KR 6 24 19 S,6010215153222,3,3,4,,,,2,69.50,600000,41700000,001,A,36,40,73.70,143.20,160000,11792000,70130000,489735,2,2
489,001405262600000000,KR 6 25 33 S,6010215153222,3,3,4,,,,2,60.20,600000,36120000,004,A,40,36,63.40,266.40,600000,38040000,118165000,443562,2,2
489,001405262600000000,KR 6 25 33 S,6010215153222,3,3,4,,,,2,60.20,600000,36120000,020,A,40,36,67.70,266.40,350000,23695000,135090000,507095,2,2
489,001405262600000000,KR 6 25 33 S,6010215153222,3,3,4,,,,2,60.20,600000,36120000,001,A,34,36,135.40,266.40,150000,20310000,135090000,507095,2,2
490,001407021900000000,CL 27 S 5 53,6030215153222,2,3,4,,,,2,139.10,250000,34775000,004,A,33,36,46.50,46.50,200000,9300000,44075000,947849,2,2
491,001407030800101001,DG 27 S 5 83 LC 1,6030215153222,2,3,4,,,,1,33.70,350000,11795000,040,U,52,33,53.41,53.41,479161,25592000,37387000,700000,2,2
491,001407030800101001,DG 27 S 5 83 LC 1,6030215153222,2,3,4,,,,1,33.70,350000,11795000,098,U,46,33,38.93,38.93,197020,7670000,19465000,500000,2,2
492,001407091900000000,CL 27 S 4 55,6030211515322,2,3,4,,,,2,90.00,250000,22500000,004,A,30,56,25.50,25.50,180000,4590000,27090000,1062353,2,2
493,001407181200000000,KR 3 30A 11 SUR,603021153221,1,3,4,,,,2,43.20,220000,9504000,001,A,33,36,105.30,148.50,160000,16848000,34992000,332308,2,1
493,001407181200000000,KR 3 30A 11 SUR,603021153221,3,2,4,,,,2,43.20,220000,9504000,004,A,37,36,43.20,148.50,200000,8640000,32211000,305897,2,1
494,001410041600000000,DG 45F SUR 13A 47,6222115152121,3,3,18,,,,2,124.20,220000,27324000,001,A,29,36,231.91,264.31,150000,34786500,67942500,257056,2,1
494,001410041600000000,DG 45F SUR 13A 47,6222115152121,3,3,18,,,,2,124.20,130000,16146000,004,A,34,36,32.40,264.31,180000,5832000,67294500,254604,2,1
495,001410421900000000,TV 17 45D 06 SUR,6222115152121,3,3,18,,,,2,96.00,220000,21120000,001,A,33,36,140.40,245.40,160000,22464000,59664000,243130,2,1
495,001410421900000000,TV 17 45D 06 SUR,6222115152121,3,3,18,,,,2,96.00,220000,21120000,001,A,15,36,41.00,245.40,80000,3280000,59664000,243130,2,1
495,001410421900000000,TV 17 45D 06 SUR,6222115152121,3,3,18,,,,2,96.00,220000,21120000,004,A,40,36,64.00,245.40,200000,12800000,59664000,243130,2,1
496,001410431400000000,DG 46 SUR 16J 37,6222115152121,3,3,18,,,,2,106.50,220000,23430000,001,A,27,39,89.60,139.10,150000,13440000,45780000,329116,2,1
496,001410431400000000,DG 46 SUR 16J 38,6222115152121,3,3,18,,,,2,106.50,220000,23430000,004,A,36,39,49.50,139.10,180000,8910000,46676000,335557,2,1
497,001410480600000000,AK 14 46 60 SUR,6222115153422,3,3,18,,,,2,78.90,350000,27615000,004,A,41,24,78.90,78.90,220000,17358000,44973000,570000,2,2
498,001411070800000000,CL 45A SUR 16J 60,6235215152121,3,3,18,,,,2,70.00,300000,21000000,001,A,33,36,161.40,203.40,150000,24210000,53610000,263569,2,1
498,001411070800000000,CL 45A SUR 16J 60,6235215152121,3,3,18,,,,2,70.00,300000,21000000,004,A,34,36,42.00,203.40,200000,8400000,52350000,257375,2,1
499,001411091600000000,TV 16J BIS 45A-15 SUR,6235215152121,3,3,18,,,,2,150.00,300000,45000000,001,A,36,33,155.00,366.00,180000,27900000,119320000,326011,2,1
499,001411091600000000,TV 16J BIS 45A-15 SUR,6235215152121,3,3,18,,,,2,150.00,300000,45000000,004,A,45,33,211.00,366.00,220000,46420000,119320000,326011,2,1
500,001411151000000000,DG 45 BIS B SUR 16G-17,6235215152121,3,3,18,,,,2,105.30,300000,31590000,001,A,33,54,110.80,281.40,160000,17728000,71537000,254218,2,1
500,001411151000000000,DG 45 BIS B SUR 16G-17,6235215152121,3,3,18,,,,2,105.30,300000,31590000,001,A,8,54,65.30,281.40,50000,3265000,71537000,254218,2,1
500,001411151000000000,DG 45 BIS B SUR 16G-17,6235215152121,3,3,18,,,,2,105.30,300000,31590000,004,A,34,54,105.30,281.40,180000,18954000,71537000,254218,2,1
501,001411210800000000,DG 45A SUR 16B-69,6235215152121,3,3,18,,,,2,103.00,300000,30900000,001,A,40,49,168.90,196.40,190000,32091000,68491000,348732,2,1
501,001411210800000000,DG 45A SUR 16B-70,6235215152121,3,3,18,,,,2,103.00,300000,30900000,004,A,34,49,27.50,196.40,200000,5500000,68216000,347332,2,1
502,001411290500000000,CL 43 SUR 13A-30,6235115152121,3,3,18,,,,2,131.20,180000,23616000,001,A,31,57,251.20,382.40,140000,35168000,85024000,222343,2,1
502,001411290500000000,CL 43 SUR 13A-30,6235115152121,3,3,18,,,,2,131.20,180000,23616000,004,A,37,57,131.20,382.40,200000,26240000,95072000,248619,2,1
503,001411310600000000,CL 43 SUR 16-86,6235115152121,3,3,18,,,,2,145.10,180000,26118000,001,A,36,56,166.60,261.40,160000,26656000,65398000,250184,2,1
